TIMESTAMP,TEMPERATURE,SETPOINT,PID_STATE,PID_OUTPUT,HEATER_STATE
2021-04-03 22:05:59,20,60,1,0.5,off
2021-04-03 22:07:47,20,60,1,0.5,off
2021-04-03 22:16:03,20,60,1,0.5,off
2021-04-03 22:16:26,20,60,1,0.5,off
2021-04-03 22:18:06,20,60,1,0.5,off
2021-04-03 22:19:11,20,60,1,0.5,off
2021-04-03 22:20:23,20,60,1,0.5,off

